id;plage;pharmacie;telephone1;telephone2;telephone3;localisation
170;Sam. 21 Oct. 2023 à 8h - Lun. 23 Oct. 2023 à 8h;REFERENCE  la;242 04 25 96;652 62 36 72 /;;TRANSFORMATEUR NGOUSSO
171;Sam. 21 Oct. 2023 à 8h - Lun. 23 Oct. 2023 à 8h;AHALA  d';690 80 93 02;682 93 60 72;;Barrière AHALA
172;Sam. 21 Oct. 2023 à 8h - Lun. 23 Oct. 2023 à 8h;BLED  du;674 43 15 22;;;Carrefour CARAMBA - NKOLBISSON
173;Sam. 21 Oct. 2023 à 8h - Lun. 23 Oct. 2023 à 8h;MANDELA;242 79 29 85;;;Face CHU
174;Sam. 21 Oct. 2023 à 8h - Lun. 23 Oct. 2023 à 8h;SIMBA'A;222 31 48 62;656 19 41 52 /;;Montée JOUVENCE MENDONG
175;Sam. 21 Oct. 2023 à 8h - Lun. 23 Oct. 2023 à 8h;ETOILE  de l';222 31 49 62;696 49 42 51;671 28 06 98;Montée MAISONS BLANCHES
176;Sam. 21 Oct. 2023 à 8h - Lun. 23 Oct. 2023 à 8h;ACACIAS  des;699 61 96 54;;;BIYEM-ASSI CENTRE
177;Sam. 21 Oct. 2023 à 8h - Lun. 23 Oct. 2023 à 8h;SAINTE GABRIELLE;692 26 38 93;;;NYOM 1 - au Pont DJONASSI
178;Sam. 21 Oct. 2023 à 8h - Lun. 23 Oct. 2023 à 8h;BLEUE PLUS;222 21 14 92;;;face HOPITAL GENERAL
179;Sam. 21 Oct. 2023 à 8h - Lun. 23 Oct. 2023 à 8h;SAINTE ELISABETH de NKOMO;243 15 30 58;;;"Carrefour NKOMO _ face BOULANGERIE
FONTANA"
180;Sam. 21 Oct. 2023 à 8h - Lun. 23 Oct. 2023 à 8h;THERIAQUE;679 68 05 11;695 76 41 15;;"A côté SOUS-PREFECTURE
NKONDENGUI"
181;Sam. 21 Oct. 2023 à 8h - Lun. 23 Oct. 2023 à 8h;MINDILI;655 77 32 70;222 30 22 80;690.64.85.80;Carrefour de L'AMITIE - EKOUMDOUM
182;Sam. 21 Oct. 2023 à 8h - Lun. 23 Oct. 2023 à 8h;MATURITE;655 44 91 38;672 31 10 98;;NEPTUNE _ ODZA
183;Lun. 23 Oct. 2023 à 8h - Mar. 24 Oct. 2023 à 8h;20 MAI  du;222 23 92 88;699 71 25 53;;AVENUE DU 20 MAI
184;Lun. 23 Oct. 2023 à 8h - Mar. 24 Oct. 2023 à 8h;HORTENSIA  les;243 60 79 84;698 64 80 95;;POLYCLINIQUE TSINGA
185;Lun. 23 Oct. 2023 à 8h - Mar. 24 Oct. 2023 à 8h;LYRIS;681 32 45 92;;;MIMBOMAN CHAPELLE  face Feicom
186;Lun. 23 Oct. 2023 à 8h - Mar. 24 Oct. 2023 à 8h;CITE  de la;691 43 50 45;;;TITI GARAGE - A COTE DU QUEBEC
187;Lun. 23 Oct. 2023 à 8h - Mar. 24 Oct. 2023 à 8h;ROSEE  la;242 15 60 16;;;Carrefour TRADEX ELEVEURS
188;Lun. 23 Oct. 2023 à 8h - Mar. 24 Oct. 2023 à 8h;NKONDONGO;242 00 47 60;242 11 54 07;;NKONDONGO ECOLE
189;Lun. 23 Oct. 2023 à 8h - Mar. 24 Oct. 2023 à 8h;MOLIVA;222 23 00 82;;;MOBIL (OIL LYBIA) MADAGASCAR
190;Lun. 23 Oct. 2023 à 8h - Mar. 24 Oct. 2023 à 8h;CARREFOUR EMIA;222 23 42 07;222 23 00 86 /;;EMIA
191;Lun. 23 Oct. 2023 à 8h - Mar. 24 Oct. 2023 à 8h;ACACIAS  des;699 61 96 54;;;BIYEM-ASSI CENTRE
192;Lun. 23 Oct. 2023 à 8h - Mar. 24 Oct. 2023 à 8h;HERMES;243 64 11 81;677 98 70 76;664 46 07 46;face BOULANGERIE NEZAFI _ EMANA
193;Lun. 23 Oct. 2023 à 8h - Mar. 24 Oct. 2023 à 8h;ETOUDI  d';242 03 50 51;;;Face FOKOU ETOUDI
194;Lun. 23 Oct. 2023 à 8h - Mar. 24 Oct. 2023 à 8h;SAINT VICTOR ESSOMBA;672 87 87 33;;;MOSQUEE ESSOMBA
195;Lun. 23 Oct. 2023 à 8h - Mar. 24 Oct. 2023 à 8h;ODZA  d';691 86 77 72;;;Carrefour MBOG-ABANG
196;Lun. 23 Oct. 2023 à 8h - Mar. 24 Oct. 2023 à 8h;MINKAN  de;697 24 77 75;673 49 07 17;;"MINKAN entrée par Carrefour TERMINUS
ODZA"
197;Ven. 20 Oct. 2023 à 8h - Sam. 21 Oct. 2023 à 8h;SION;222 22 20 21;;;TEXACO MARCHE CENTRAL
198;Ven. 20 Oct. 2023 à 8h - Sam. 21 Oct. 2023 à 8h;ALLIANCE;222 21 88 54;693 78 75 35;;ECOLE PUBLIQUE DE BASTOS
199;Ven. 20 Oct. 2023 à 8h - Sam. 21 Oct. 2023 à 8h;BOTANIK;694 73 54 60;;;SHAKESPEARE MIMBOMAN I
200;Ven. 20 Oct. 2023 à 8h - Sam. 21 Oct. 2023 à 8h;BON BERGER  le;242 60 67 77;6 99 98 51 68;691 24 86 07;"NOUVELLE ROUTE OMNISPORTS - Rue
FOE"
201;Ven. 20 Oct. 2023 à 8h - Sam. 21 Oct. 2023 à 8h;CHAPELLE  de la;222 21 33 21;;;CHAPELLE NGOUSSO
202;Ven. 20 Oct. 2023 à 8h - Sam. 21 Oct. 2023 à 8h;NSAM EFOULAN;242 19 40 81;222 31 98 59;;Carrefour NSAM
203;Ven. 20 Oct. 2023 à 8h - Sam. 21 Oct. 2023 à 8h;OYOM ABANG;699 93 11 81;673 28 49 44;;PLACE DU MARCHE
204;Ven. 20 Oct. 2023 à 8h - Sam. 21 Oct. 2023 à 8h;QUEENS;656 77 61 78;670 37 80 09;;à côté TRADEX NKOLBIKOK
205;Ven. 20 Oct. 2023 à 8h - Sam. 21 Oct. 2023 à 8h;GRACE  de la;242 04 15 61;;;MENDONG - Quincaillerie de la PAIX
206;Ven. 20 Oct. 2023 à 8h - Sam. 21 Oct. 2023 à 8h;MELEN 8;222 31 68 63;242 08 31 89;;Carrefour BIYEM-ASSI
207;Ven. 20 Oct. 2023 à 8h - Sam. 21 Oct. 2023 à 8h;EMANA  d';222 21 42 94;;;à côté du Supermarché Noblesse - EMANA
208;Ven. 20 Oct. 2023 à 8h - Sam. 21 Oct. 2023 à 8h;BAYARD;670 11 54 36;;;face HÔPITAL GYNECO OBSTÉTRIQUE
209;Ven. 20 Oct. 2023 à 8h - Sam. 21 Oct. 2023 à 8h;RELAIS DE NKOMO  le;653 74 33 45;655 82 72 54;;PAROISSE NKOAYOS
210;Ven. 20 Oct. 2023 à 8h - Sam. 21 Oct. 2023 à 8h;MESSAMENDONGO;693 05 53 75;650 26 51 41;;Carrefour MESSAMENDONGO
211;Ven. 20 Oct. 2023 à 8h - Sam. 21 Oct. 2023 à 8h;SAINTE URIEL;693 74 14 05;652 73 22 65;;DERNIER POTEAU _ EKIE
212;Jeu. 19 Oct. 2023 à 8h - Ven. 20 Oct. 2023 à 8h;MARCHE  du;242 01 50 46;690 30 75 88;;MARCHE CENTRAL
213;Jeu. 19 Oct. 2023 à 8h - Ven. 20 Oct. 2023 à 8h;EMMANUEL;222 20 02 44;;;MONTEE ECOLE DE POLICE
214;Jeu. 19 Oct. 2023 à 8h - Ven. 20 Oct. 2023 à 8h;CHATEAU DE MIMBOMAN  du;242 06 22 98;;;CHAPELLE D'EMOMBO
215;Jeu. 19 Oct. 2023 à 8h - Ven. 20 Oct. 2023 à 8h;CRYSTALLIS  le;242 71 05 86;667 08 95 63;;Carrefour ETOA MEKI
216;Jeu. 19 Oct. 2023 à 8h - Ven. 20 Oct. 2023 à 8h;SAINTE ANNE;696 48 84 87;653 19 27 79;;face Polyclinique FOUDA – quartier
217;Jeu. 19 Oct. 2023 à 8h - Ven. 20 Oct. 2023 à 8h;PRIORITE SANTE;671 02 52 81;656 10 94 95;;"Brigade de Gendarmerie de
NKOLMESSENG"
218;Jeu. 19 Oct. 2023 à 8h - Ven. 20 Oct. 2023 à 8h;ESSELE;691 98 27 60;;;Carrefour DAMASE  face DEPÔT DE BOIS
219;Jeu. 19 Oct. 2023 à 8h - Ven. 20 Oct. 2023 à 8h;MARIJOVA;699 98 86 83;;;"Entre Carrefour MEEC et DOVV - Nvlle
route NKOLBISSONG"
220;Jeu. 19 Oct. 2023 à 8h - Ven. 20 Oct. 2023 à 8h;7 COLLINES;222 22 65 71;;;Immeuble FEUGUIF _
221;Jeu. 19 Oct. 2023 à 8h - Ven. 20 Oct. 2023 à 8h;TERANGA  la;698 83 22 97;;;"à 100m SUPERMARCHE DOVV
MENDONG"
222;Jeu. 19 Oct. 2023 à 8h - Ven. 20 Oct. 2023 à 8h;NSIMEYONG;694 01 12 46;620 26 36 89;;Chapelle NSIMEYONG
223;Jeu. 19 Oct. 2023 à 8h - Ven. 20 Oct. 2023 à 8h;CANA;222 20 97 51;;;Carrefour JAMOT
224;Jeu. 19 Oct. 2023 à 8h - Ven. 20 Oct. 2023 à 8h;TONGOLO;222 20 94 85;657 95 18 18;678 93 10 04;Carrefour CLUB YANNICK
225;Jeu. 19 Oct. 2023 à 8h - Ven. 20 Oct. 2023 à 8h;PERSEVERANCE  la;243 84 41 35;243 84 67 75;;AWAE ESCALIER
226;Jeu. 19 Oct. 2023 à 8h - Ven. 20 Oct. 2023 à 8h;FOI  de la;656 49 68 11;681 52 63 19;;PETIT MARCHE D'ODZA
227;Mar. 17 Oct. 2023 à 8h - Mer. 18 Oct. 2023 à 8h;FRANCAISE;222 22 14 76;677 62 08 47;664 12 16 44;Face ancienne BICIC CENTRALE
228;Mar. 17 Oct. 2023 à 8h - Mer. 18 Oct. 2023 à 8h;JOURDAIN  le;676 88 95 25;;;à côté de l’Immeuble MACABO -NKOMKANA
286;Sam. 14 Oct. 2023 à 8h - Lun. 16 Oct. 2023 à 8h;SAINT VICTOR ESSOMBA;672 87 87 33;;;MOSQUEE ESSOMBA
229;Mar. 17 Oct. 2023 à 8h - Mer. 18 Oct. 2023 à 8h;GENEVOISE;679 69 27 80;657 83 10 64;;Nvlle Rte MIMBOMAN  Carrefour
230;Mar. 17 Oct. 2023 à 8h - Mer. 18 Oct. 2023 à 8h;ELIG-EDZOA  d';677 71 81 27;;;face CASSE ELIG EDZOA
231;Mar. 17 Oct. 2023 à 8h - Mer. 18 Oct. 2023 à 8h;STADE  du;222 20 67 10;;;STADE OMNISPORT
232;Mar. 17 Oct. 2023 à 8h - Mer. 18 Oct. 2023 à 8h;SIFA;659 60 58 43;;;face CHAPELLE MVOG-MBI
233;Mar. 17 Oct. 2023 à 8h - Mer. 18 Oct. 2023 à 8h;GLOIRE;691 11 59 91;683 95 31 42;;300m après USINE DES EAUX 
234;Mar. 17 Oct. 2023 à 8h - Mer. 18 Oct. 2023 à 8h;SAINT ANDRÉ CHATEAU;671 93 66 78;655 56 54 81;;"Montée PARC _ face MATGENIE
NKOLBIKOK PARC"
235;Mar. 17 Oct. 2023 à 8h - Mer. 18 Oct. 2023 à 8h;BEATITUDES  les;242 03 75 82;677 96 21 16;;Carrefour LYCEE DE BIYEM - ASSI
236;Mar. 17 Oct. 2023 à 8h - Mer. 18 Oct. 2023 à 8h;CENTRE MESSASSI (Ydé)  du;670.36.79.82;696.22.05.82;;Carrefour MESSASSI
237;Mar. 17 Oct. 2023 à 8h - Mer. 18 Oct. 2023 à 8h;NOBEL;690 30 18 18;;;Carrefour ANCIEN 6ième ETOUDI
238;Mar. 17 Oct. 2023 à 8h - Mer. 18 Oct. 2023 à 8h;SAINTE ELISABETH de NKOMO;243 15 30 58;;;"Carrefour NKOMO _ face BOULANGERIE
FONTANA"
239;Mar. 17 Oct. 2023 à 8h - Mer. 18 Oct. 2023 à 8h;ODZA  d';691 86 77 72;;;Carrefour MBOG-ABANG
240;Mar. 17 Oct. 2023 à 8h - Mer. 18 Oct. 2023 à 8h;MINKAN  de;697 24 77 75;673 49 07 17;;"MINKAN entrée par Carrefour TERMINUS
ODZA"
241;Mer. 18 Oct. 2023 à 8h - Jeu. 19 Oct. 2023 à 8h;XAVYO;222 23 63 40;;;MESS DES OFFICIERS
242;Mer. 18 Oct. 2023 à 8h - Jeu. 19 Oct. 2023 à 8h;PROVINCIALE;222 20 94 93;6 96 31 65 86 /;;NLONGKAK PREFECTURE
243;Mer. 18 Oct. 2023 à 8h - Jeu. 19 Oct. 2023 à 8h;MONTESQUIEU;650 83 75 32;;;COLLEGE MONTESQUIEU - MVOG ADA
244;Mer. 18 Oct. 2023 à 8h - Jeu. 19 Oct. 2023 à 8h;SANTE;222 22 30 03 /;690 10 02 40;;face HÔPITAL DE LA CAISSE
245;Mer. 18 Oct. 2023 à 8h - Jeu. 19 Oct. 2023 à 8h;ATHERA;620 26 13 34;650 62 05 05;;TiTI GARAGE - Résidence VERTE
246;Mer. 18 Oct. 2023 à 8h - Jeu. 19 Oct. 2023 à 8h;CAPUCINES  des;242 66 63 05;;;SIANTOU SUPERIEUR
247;Mer. 18 Oct. 2023 à 8h - Jeu. 19 Oct. 2023 à 8h;SOTOWNEK;242 67 51 15;697 95 38 86;;Carrefour MEEC.
248;Mer. 18 Oct. 2023 à 8h - Jeu. 19 Oct. 2023 à 8h;ROYALE;222 22 32 17;242 06 11 01;;ELIG-EFFA
249;Mer. 18 Oct. 2023 à 8h - Jeu. 19 Oct. 2023 à 8h;JERUSALEM;222 31 01 09;698 29 47 88;;Carrefour TKC - ETOUG-EBE
250;Mer. 18 Oct. 2023 à 8h - Jeu. 19 Oct. 2023 à 8h;UNIVERSELLE;650 71 43 82;698 18 29 08;;BIYEM-ASSI BISCUITERIE
251;Mer. 18 Oct. 2023 à 8h - Jeu. 19 Oct. 2023 à 8h;OLEMBE;658 24 86 75;;;face STATION PETROLEX  OLEMBE
252;Mer. 18 Oct. 2023 à 8h - Jeu. 19 Oct. 2023 à 8h;PALAIS;691 54 16 18;;;après la STATION TOTAL ETOUDI
253;Mer. 18 Oct. 2023 à 8h - Jeu. 19 Oct. 2023 à 8h;THERIAQUE;679 68 05 11;695 76 41 15;;A côté SOUS-PREFECTURE
254;Mer. 18 Oct. 2023 à 8h - Jeu. 19 Oct. 2023 à 8h;GOD'S GLORY PHARMACY;242 15 89 55;243 23 05 31;;Entrée KOWEIT CITY - ODZA
255;Mer. 18 Oct. 2023 à 8h - Jeu. 19 Oct. 2023 à 8h;BETHEL PHARMACY;222 30 07 41;;;EKIE _ BOULANGERIE MERLOT
256;Lun. 16 Oct. 2023 à 8h - Mar. 17 Oct. 2023 à 8h;BIEN ETRE  du;677 33 80 28;;;ELIG ESSONO (face HÔTEL GRAND
257;Lun. 16 Oct. 2023 à 8h - Mar. 17 Oct. 2023 à 8h;BASTOS;222 20 65 55;;;CARREF.BASTOS
258;Lun. 16 Oct. 2023 à 8h - Mar. 17 Oct. 2023 à 8h;AUMACHA;680 82 25 57;657 65 34 20 /;;MIMBOMAN PETIT MARCHÉ  derriére
259;Lun. 16 Oct. 2023 à 8h - Mar. 17 Oct. 2023 à 8h;COLOMBE;699 10 43 73;654 83 64 71;;TEXACO OMNISPORT
260;Lun. 16 Oct. 2023 à 8h - Mar. 17 Oct. 2023 à 8h;LYCEE BILINGUE  du;222 22 98 37;242 72 22 03;;Carrefour HÔTEL DU PLATEAU
261;Lun. 16 Oct. 2023 à 8h - Mar. 17 Oct. 2023 à 8h;TROPICANA;673 22 71 44;;;entrée OFFICE DU BAC _ MVAN
262;Lun. 16 Oct. 2023 à 8h - Mar. 17 Oct. 2023 à 8h;CYPRES  du;242 06 47 59;;;1ier Carrefour NKOLBISSON
263;Lun. 16 Oct. 2023 à 8h - Mar. 17 Oct. 2023 à 8h;MESSA;222 22 53 54;694 28 73 04;;Entrée CAMP YEYAP _ MESSA
264;Lun. 16 Oct. 2023 à 8h - Mar. 17 Oct. 2023 à 8h;JOUVENCE  de la;222 31 72 24;;;Rond Point EXPRESS - BIYEM-ASSI
265;Lun. 16 Oct. 2023 à 8h - Mar. 17 Oct. 2023 à 8h;PRINCIPALE;222 31 49 08;;;Entrée IRIC - Carrefour OBILI
266;Lun. 16 Oct. 2023 à 8h - Mar. 17 Oct. 2023 à 8h;BRUXELLOISE;242 17 38 63;651 30 10 53;;après la station TRADEX EMANA
267;Lun. 16 Oct. 2023 à 8h - Mar. 17 Oct. 2023 à 8h;MANGUIERS  des;242 06 04 09;694 02 64 61;;Rue DES MANGUIERS
268;Lun. 16 Oct. 2023 à 8h - Mar. 17 Oct. 2023 à 8h;EKOUNOU;222 30 67 78;;;LABOGENIE EKOUNOU
269;Lun. 16 Oct. 2023 à 8h - Mar. 17 Oct. 2023 à 8h;CYGNE ODZA  le;657 35 88 25;222 30 13 76;;face TOTAL BORNE 10 - ODZA
270;Lun. 16 Oct. 2023 à 8h - Mar. 17 Oct. 2023 à 8h;EKOUMDOUM;650 85 30 31;620 02 44 92;;HAPPY EKOUMDOUM
271;Sam. 14 Oct. 2023 à 8h - Lun. 16 Oct. 2023 à 8h;SOLEIL  du;222 22 14 23;;;CINEMA ABBIA
272;Sam. 14 Oct. 2023 à 8h - Lun. 16 Oct. 2023 à 8h;VERSET  du;222 20 95 07;;;DERRIERE CINEMA REX
273;Sam. 14 Oct. 2023 à 8h - Lun. 16 Oct. 2023 à 8h;GOLF  du;692 33 47 46;;;Carrefour GOLF
274;Sam. 14 Oct. 2023 à 8h - Lun. 16 Oct. 2023 à 8h;BALANCE  la;222 23 70 74;;;CARREF.ANGUISSA
275;Sam. 14 Oct. 2023 à 8h - Lun. 16 Oct. 2023 à 8h;CITE  de la;691 43 50 45;;;TITI GARAGE - A COTE DU QUEBEC
276;Sam. 14 Oct. 2023 à 8h - Lun. 16 Oct. 2023 à 8h;ROSEE  la;242 15 60 16;;;Carrefour TRADEX ELEVEURS
277;Sam. 14 Oct. 2023 à 8h - Lun. 16 Oct. 2023 à 8h;OLEZOA;222 23 93 37;;;MOBIL OLEZOA
278;Sam. 14 Oct. 2023 à 8h - Lun. 16 Oct. 2023 à 8h;MOLIVA;222 23 00 82;;;MOBIL (OIL LYBIA) MADAGASCAR
279;Sam. 14 Oct. 2023 à 8h - Lun. 16 Oct. 2023 à 8h;SAINTE BERNADETTE;691 30 34 90;650 68 49 78;;CRADAT
280;Sam. 14 Oct. 2023 à 8h - Lun. 16 Oct. 2023 à 8h;BIYEM-ASSI  de;222 31 71 93;676 11 37 86;;face NIKI
281;Sam. 14 Oct. 2023 à 8h - Lun. 16 Oct. 2023 à 8h;GRACE  de la;242 04 15 61;;;MENDONG - Quincaillerie de la PAIX
282;Sam. 14 Oct. 2023 à 8h - Lun. 16 Oct. 2023 à 8h;MELEN 8;222 31 68 63;242 08 31 89;;Carrefour BIYEM-ASSI
283;Sam. 14 Oct. 2023 à 8h - Lun. 16 Oct. 2023 à 8h;HERMES;243 64 11 81;677 98 70 76;664 46 07 46;face BOULANGERIE NEZAFI _ EMANA
284;Sam. 14 Oct. 2023 à 8h - Lun. 16 Oct. 2023 à 8h;ETOUDI  d';242 03 50 51;;;Face FOKOU ETOUDI
285;Sam. 14 Oct. 2023 à 8h - Lun. 16 Oct. 2023 à 8h;PERSEVERANCE  la;243 84 41 35;243 84 67 75;;AWAE ESCALIER
287;Sam. 14 Oct. 2023 à 8h - Lun. 16 Oct. 2023 à 8h;MESSAMENDONGO;693 05 53 75;650 26 51 41;;Carrefour MESSAMENDONGO
288;Sam. 14 Oct. 2023 à 8h - Lun. 16 Oct. 2023 à 8h;SAINTE URIEL;693 74 14 05;652 73 22 65;;DERNIER POTEAU _ EKIE
289;Jeu. 12 Oct. 2023 à 8h - Ven. 13 Oct. 2023 à 8h;SAINT MARTIN;222 23 18 69;;;A COTE KATIOS
290;Jeu. 12 Oct. 2023 à 8h - Ven. 13 Oct. 2023 à 8h;"GRANDE PHARMACIE DES
LUMIERES";222 20 58 55;;;ROND-POINT NLONGKAK
291;Jeu. 12 Oct. 2023 à 8h - Ven. 13 Oct. 2023 à 8h;ISIS;222 23 35 78;;;EMOMBO
292;Jeu. 12 Oct. 2023 à 8h - Ven. 13 Oct. 2023 à 8h;BON BERGER  le;242 60 67 77;6 99 98 51 68;691 24 86 07;"NOUVELLE ROUTE OMNISPORTS - Rue
FOE"
293;Jeu. 12 Oct. 2023 à 8h - Ven. 13 Oct. 2023 à 8h;CHAPELLE  de la;222 21 33 21;;;CHAPELLE NGOUSSO
294;Jeu. 12 Oct. 2023 à 8h - Ven. 13 Oct. 2023 à 8h;CODEX;242 07 59 88;;;AHALA 1  Entrée PHARMACAM
295;Jeu. 12 Oct. 2023 à 8h - Ven. 13 Oct. 2023 à 8h;OYOM ABANG;699 93 11 81;673 28 49 44;;PLACE DU MARCHE
296;Jeu. 12 Oct. 2023 à 8h - Ven. 13 Oct. 2023 à 8h;VIE  de la;222 22 67 87;;;face FOKOU MOKOLO
297;Jeu. 12 Oct. 2023 à 8h - Ven. 13 Oct. 2023 à 8h;OBILI CHAPELLE;222 31 81 22;694 28 56 83 /;;CHAPELLE OBILI
298;Jeu. 12 Oct. 2023 à 8h - Ven. 13 Oct. 2023 à 8h;EMANA  d';222 21 42 94;;;à côté du Supermarché Noblesse - EMANA
299;Jeu. 12 Oct. 2023 à 8h - Ven. 13 Oct. 2023 à 8h;BAYARD;670 11 54 36;;;face HÔPITAL GYNECO OBSTÉTRIQUE
300;Jeu. 12 Oct. 2023 à 8h - Ven. 13 Oct. 2023 à 8h;SANTE & VIE;682 24 74 78;;;face GP BITENG
301;Jeu. 12 Oct. 2023 à 8h - Ven. 13 Oct. 2023 à 8h;GOD'S GLORY PHARMACY;242 15 89 55;243 23 05 31;;Entrée KOWEIT CITY - ODZA
302;Jeu. 12 Oct. 2023 à 8h - Ven. 13 Oct. 2023 à 8h;BETHEL PHARMACY;222 30 07 41;;;EKIE _ BOULANGERIE MERLOT
303;Ven. 13 Oct. 2023 à 8h - Sam. 14 Oct. 2023 à 8h;CAMEROUNAISE;242 00 11 33;;;CATHEDRALE YAOUNDE
304;Ven. 13 Oct. 2023 à 8h - Sam. 14 Oct. 2023 à 8h;TSINGA  de;699 55 01 55;;;face PMI TSINGA
305;Ven. 13 Oct. 2023 à 8h - Sam. 14 Oct. 2023 à 8h;FLECHE  la;696 29 28 89;678 30 77 04;;MIMBOMAN TERMINUS
306;Ven. 13 Oct. 2023 à 8h - Sam. 14 Oct. 2023 à 8h;POPULAIRE;222 23 23 41;;;A côté SUPERMARCHÉ DOVV ESSOS
307;Ven. 13 Oct. 2023 à 8h - Sam. 14 Oct. 2023 à 8h;REFERENCE  la;242 04 25 96;652 62 36 72 /;;TRANSFORMATEUR NGOUSSO
308;Ven. 13 Oct. 2023 à 8h - Sam. 14 Oct. 2023 à 8h;MVOG ATANGANA MBALLA;222 30 67 85;;;ENTREE M. MVOG-MBI
309;Ven. 13 Oct. 2023 à 8h - Sam. 14 Oct. 2023 à 8h;BLED  du;674 43 15 22;;;Carrefour CARAMBA - NKOLBISSON
310;Ven. 13 Oct. 2023 à 8h - Sam. 14 Oct. 2023 à 8h;UNIVERSITE  de l';222 23 30 48;672 91 08 08;;Carrefour CETIC NGOA EKELE
311;Ven. 13 Oct. 2023 à 8h - Sam. 14 Oct. 2023 à 8h;GET BETTER;655 33 16 36 /;;;"Carrefour du CENTRE DES HANDICAPES
- ETOUG EBE"
312;Ven. 13 Oct. 2023 à 8h - Sam. 14 Oct. 2023 à 8h;BETHESDA;222 31 39 97;;;TAM-TAM WEEK-END
313;Ven. 13 Oct. 2023 à 8h - Sam. 14 Oct. 2023 à 8h;DIGNITE;651 53 12 83;697 68 26 88;243 07 48 07;OLEMBE _ Entrée ECOLE
314;Ven. 13 Oct. 2023 à 8h - Sam. 14 Oct. 2023 à 8h;BLEUE PLUS;222 21 14 92;;;face HOPITAL GENERAL
315;Ven. 13 Oct. 2023 à 8h - Sam. 14 Oct. 2023 à 8h;H&L;696 61 39 74;680 93 36 62;;face Boulangerie Essomba
316;Ven. 13 Oct. 2023 à 8h - Sam. 14 Oct. 2023 à 8h;FOI  de la;656 49 68 11;681 52 63 19;;PETIT MARCHE D'ODZA
317;Mer. 11 Oct. 2023 à 8h - Jeu. 12 Oct. 2023 à 8h;INTENDANCE  de l';222 22 46 94;;;Carrefour INTENDANCE
318;Mer. 11 Oct. 2023 à 8h - Jeu. 12 Oct. 2023 à 8h;K'FOUR MOTO GEORGES;242 19 28 27;698 01 05 19;;MOTO GEORGES
319;Mer. 11 Oct. 2023 à 8h - Jeu. 12 Oct. 2023 à 8h;MVOG-ADA;222 22 43 25;;;Carrefour. BOUT- CARRE MVOG-ADA
320;Mer. 11 Oct. 2023 à 8h - Jeu. 12 Oct. 2023 à 8h;CRYSTALLIS  le;242 71 05 86;667 08 95 63;;Carrefour ETOA MEKI
321;Mer. 11 Oct. 2023 à 8h - Jeu. 12 Oct. 2023 à 8h;SAINTE ANNE;696 48 84 87;653 19 27 79;;face Polyclinique FOUDA – quartier
322;Mer. 11 Oct. 2023 à 8h - Jeu. 12 Oct. 2023 à 8h;PRIORITE SANTE;671 02 52 81;656 10 94 95;;"Brigade de Gendarmerie de
NKOLMESSENG"
323;Mer. 11 Oct. 2023 à 8h - Jeu. 12 Oct. 2023 à 8h;EFOULAN;242 06 74 26;;;à côté PALAIS CHARLES ATANGANA
324;Mer. 11 Oct. 2023 à 8h - Jeu. 12 Oct. 2023 à 8h;MARIJOVA;699 98 86 83;;;"Entre Carrefour MEEC et DOVV - Nvlle
route NKOLBISSONG"
325;Mer. 11 Oct. 2023 à 8h - Jeu. 12 Oct. 2023 à 8h;LAC  du;222 22 20 80;;;MINISTERE de l'EQUIPEMENT
326;Mer. 11 Oct. 2023 à 8h - Jeu. 12 Oct. 2023 à 8h;ACACIAS  des;699 61 96 54;;;BIYEM-ASSI CENTRE
327;Mer. 11 Oct. 2023 à 8h - Jeu. 12 Oct. 2023 à 8h;CANA;222 20 97 51;;;Carrefour JAMOT
328;Mer. 11 Oct. 2023 à 8h - Jeu. 12 Oct. 2023 à 8h;TONGOLO;222 20 94 85;657 95 18 18;678 93 10 04;Carrefour CLUB YANNICK
329;Mer. 11 Oct. 2023 à 8h - Jeu. 12 Oct. 2023 à 8h;SAINT VICTOR ESSOMBA;672 87 87 33;;;MOSQUEE ESSOMBA
330;Mer. 11 Oct. 2023 à 8h - Jeu. 12 Oct. 2023 à 8h;ODZA  d';691 86 77 72;;;Carrefour MBOG-ABANG
331;Mer. 11 Oct. 2023 à 8h - Jeu. 12 Oct. 2023 à 8h;MINKAN  de;697 24 77 75;673 49 07 17;;MINKAN entrée par Carrefour TERMINUS
332;Mar. 10 Oct. 2023 à 8h - Mer. 11 Oct. 2023 à 8h;PETALES  des;222 23 15 97;;;vers LE CAPITOLE
333;Mar. 10 Oct. 2023 à 8h - Mer. 11 Oct. 2023 à 8h;HORTENSIA  les;243 60 79 84;698 64 80 95;;POLYCLINIQUE TSINGA
334;Mar. 10 Oct. 2023 à 8h - Mer. 11 Oct. 2023 à 8h;LYRIS;681 32 45 92;;;MIMBOMAN CHAPELLE  face Feicom
335;Mar. 10 Oct. 2023 à 8h - Mer. 11 Oct. 2023 à 8h;SANTE;222 22 30 03 /;690 10 02 40;;face HÔPITAL DE LA CAISSE
336;Mar. 10 Oct. 2023 à 8h - Mer. 11 Oct. 2023 à 8h;ATHERA;620 26 13 34;650 62 05 05;;TiTI GARAGE - Résidence VERTE
337;Mar. 10 Oct. 2023 à 8h - Mer. 11 Oct. 2023 à 8h;NKONDONGO;242 00 47 60;242 11 54 07;;NKONDONGO ECOLE
